x, y
0.03714985722842369, 1.887748625363387
0.04130790492744696, 1.4697344922755988
0.0462573685318277, 1.2599210498948732
0.05216754654835094, 1.122462048309373
0.0588328519163784, 1
0.0677726697891737, 0.9082183626944031
0.07643179926026462, 0.8408964152537145
0.08619728212469775, 0.7785647265364468
0.09652533704353386, 0.7348672461377994
0.10963079171586121, 0.6803950000871885
0.12276662163679637, 0.6422073630593558
0.13845217858458045, 0.6061630334067722
0.15071643388112319, 0.5832645197880583
0.16291073040333204, 0.5505283977265716
0.18243049864891597, 0.5297315471796475
0.20428910210454393, 0.5
0.23202587723203263, 0.4719371563408467
0.2672828640457635, 0.44544935907016964
0.30357243906026726, 0.42044820762685725
0.34478912849879123, 0.39685026299204984
0.3753309512321793, 0.38185878272866075
0.43236354844177666, 0.3674336230688997
0.477368059929365, 0.35355339059327373
0.5233423834992097, 0.3337099635425086
0.5737443984148421, 0.3211036815296779
0.6516429216133284, 0.29730177875068026
0.7043666147642628, 0.29730177875068026
0.7667602301926628, 0.2860708582649338
0.8346807447736155, 0.2752641988632858
0.9150671087951616, 0.26486577358982377
0.9961248194824456, 0.2598148065079608
1.0031953161035767, 0.6299605249474366
0.9480071624950219, 0.7208533921789657
0.87704633372689, 0.8248605943353025
0.8000000000000005, 0.9438743126816935
0.7245789314111256, 1.080059738892306
0.6609264788391517, 1.2123260668135445
0.5943977156547797, 1.360790000174377
0.54218135831339, 1.5274351309146432
0.47400358124751085, 1.851749424574581
0.4173403723868077, 2.078518452063687
0.3700589482546219, 2.333058079152233
0.32582146080666413, 2.5198420997897464
0.29302431997419937, 2.774489267442417
0.25799568537978357, 3.0548702618292864
0.23868402996468246, 3.2365223004638466
0.2239637600264356, 3.363585661014858
0.21164298241445928, 3.6328734507776126
0.2239637600264356, 4.077762574808579
0.24208441501848046, 4.489848193237492
0.2672828640457635, 4.849304267254179
0.2971988578273898, 4.943577863717158
0.3167325869094585, 5.237538300699894
0.3281341424030553, 5.656854249492381
0.3472364426509674, 5.878937969102395
0.3399461244616671, 6.473044600927692
0.3597360582065209, 6.727171322029717
0.37799505132344285, 7.127189745122715
0.4056985547869311, 7.697790695153161
0.4056985547869311, 7.697790695153161
0.43543246605989827, 7.84744070135132
0.47400358124751085, 8.155525149617159
0.49806240974122273, 8.979696386474984
0.527057069130824, 9.332232316608934
0.5499054837503936, 10.886320001395013
0.527057069130824, 12.457035624583153
0.4910664865471857, 13.715903725649166
0.45753355439758076, 15.101989002907093
0.4607811287849983, 18.308534928955762
0.4807564196898618, 22.19591413953934
0.5159913707595672, 27.431807451298337
0.4945520777762914, 31.38976280540528
0.45753355439758076, 35.233817454500574
0.48760546168179036, 39.54862290973727
0.5123546759057093, 45.25483399593905
0.5123546759057093, 45.25483399593905
0.48760546168179036, 48.87792418926858
0.45753355439758076, 51.784356807421545
0.5123546759057093, 58.1259752124418
0.5123546759057093, 58.1259752124418
0.4807564196898618, 62.77952561081057
0.484168830036961, 77.58886827606688
0.484168830036961, 90.50966799187812
0.48760546168179036, 120.8159120232568
0.48760546168179036, 161.26989438654388
0.48760546168179036, 223.72079556851892
0.48760546168179036, 316.38898327789815
0.49806240974122273, 465.00780169953464
0.49806240974122273, 696.7244800892811
0.4945520777762914, 1064.201447456608
0.4232859648289186, 1084.8902086239184
0.3700589482546219, 1084.8902086239184
0.3212448819077332, 1105.9811726257221
0.27495274187519675, 1105.9811726257221
0.23367279752645556, 1105.9811726257221
0.19442094828578602, 1127.4821585440186
0.171179531479146, 1105.9811726257221
0.1394349125168392, 1084.8902086239184
0.12018910492246543, 1084.8902086239184
0.09929520238904294, 1084.8902086239184
0.08558976573957297, 1127.4821585440186
0.07589310976506679, 1105.9811726257221
0.06729500963161779, 1084.8902086239184
0.06009455246123271, 1004.4724097729686
0.05759764109812476, 828.5497089187447
0.05759764109812476, 532.1007237283039
0.05759764109812476, 406.37466930385926
0.05759764109812476, 256
0.05719169429969755, 161.26989438654388
0.05759764109812476, 71.83757109179989
0.0588328519163784, 47.9458264600538
0.06269970725647347, 35.91878554589994
0.05841819938161389, 27.431807451298337
0.06404433448821363, 22.19591413953934
0.05599094000660888, 11.31370849898476
0.078070918215571, 6.9912748615162155
0.06314474994553441, 4.943577863717158
0.0692260892922902, 3.703498849149162
0.05216754654835094, 2.996614153753363
0.042193774037240006, 2.424652133627089
0.03714985722842369, 1.887748625363387
